site,date,hi_pass,lo_pass,Myyu,Myca,Myci,Myvo,Mylu,Pahe,Anpa,Epfu,Lano,Coto,Myth,Tabr,Laci,Euma,year,area
MU1-033,7/13/2024,8,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2024,MU1
MU1-033,7/14/2024,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,MU1
MU1-033,7/15/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-033,7/16/2024,10,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2024,MU1
MU1-033,7/17/2024,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,MU1
MU1-033,7/18/2024,10,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2024,MU1
MU1-033,7/19/2024,16,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2024,MU1
MU1-033,7/20/2024,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,MU1
MU1-033,7/21/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-033,7/22/2024,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-033,7/23/2024,14,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2024,MU1
MU1-033,7/24/2024,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,MU1
MU1-033,7/25/2024,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,MU1
MU1-033,7/26/2024,15,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2024,MU1
MU1-033,7/28/2024,20,9,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2024,MU1
MU1-033,7/29/2024,14,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,MU1
MU1-033,7/30/2024,10,18,0,0,0,0,0,0,0,0,7,0,1,0,0,0,2024,MU1
MU1-033,7/31/2024,19,17,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2024,MU1
MU1-127,7/29/2024,87,50,0,0,0,1,0,0,0,0,24,0,0,2,0,0,2024,MU1
MU1-127,7/30/2024,60,14,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2024,MU1
MU1-127,7/31/2024,39,13,0,0,0,1,0,0,0,0,3,0,0,0,1,0,2024,MU1
MU1-127,8/1/2024,28,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2024,MU1
MU1-127,8/2/2024,18,8,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2024,MU1
MU1-127,8/3/2024,9,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,MU1
MU1-127,8/4/2024,12,17,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2024,MU1
MU1-127,8/5/2024,12,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,MU1
MU1-127,8/6/2024,29,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2024,MU1
MU1-127,8/7/2024,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,MU1
MU1-127,8/8/2024,77,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2024,MU1
MU1-127,8/9/2024,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-127,8/10/2024,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-127,8/11/2024,51,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2024,MU1
MU1-127,8/12/2024,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-127,8/13/2024,34,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024,MU1
MU1-127,8/14/2024,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-127,8/15/2024,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,MU1
MU1-127,8/16/2024,96,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,MU1
MU1-127,8/17/2024,38,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,MU1
MU1-127,8/18/2024,59,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,MU1
