site,date,hi_pass,lo_pass,Myyu,Myca,Myci,Myvo,Mylu,Pahe,Anpa,Epfu,Lano,Coto,Myth,Tabr,Laci,Euma,year,area
CP1-038,7/22/2024,380,30,0,0,0,16,0,0,0,0,10,0,0,0,0,0,2024,CP1
CP1-038,7/23/2024,384,24,0,0,0,11,1,0,0,0,7,0,0,0,0,0,2024,CP1
CP1-038,7/24/2024,510,55,0,0,0,15,0,0,0,0,8,0,0,0,0,0,2024,CP1
CP1-038,7/25/2024,207,31,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-038,7/26/2024,337,15,0,0,0,3,0,0,0,0,0,0,1,1,1,0,2024,CP1
CP1-038,7/27/2024,273,24,0,0,0,3,0,0,0,0,2,0,0,0,1,0,2024,CP1
CP1-038,7/28/2024,143,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-038,7/29/2024,658,36,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-038,7/30/2024,419,33,0,0,0,3,0,0,0,0,4,0,0,0,0,0,2024,CP1
CP1-038,7/31/2024,137,14,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2024,CP1
CP1-038,8/1/2024,100,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-038,8/2/2024,129,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-038,8/3/2024,95,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-038,8/4/2024,449,9,0,0,0,6,0,0,0,0,2,0,1,0,0,0,2024,CP1
CP1-069,7/2/2024,16,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-069,7/3/2024,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-069,7/4/2024,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-069,7/5/2024,5,9,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2024,CP1
CP1-069,7/6/2024,5,15,0,0,0,0,0,0,0,0,13,0,0,1,0,0,2024,CP1
CP1-069,7/7/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/8/2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/9/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/10/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/11/2024,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2024,CP1
CP1-069,7/12/2024,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-069,7/13/2024,3,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024,CP1
CP1-069,7/14/2024,4,38,0,0,0,0,0,0,0,0,21,1,0,1,0,0,2024,CP1
CP1-069,7/15/2024,2,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2024,CP1
CP1-069,7/16/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/17/2024,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-069,7/18/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/19/2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/20/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/21/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-069,7/22/2024,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-071,7/2/2024,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-071,7/3/2024,2,21,0,0,0,0,0,0,0,0,11,0,0,1,1,0,2024,CP1
CP1-071,7/4/2024,1,36,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2024,CP1
CP1-071,7/5/2024,2,29,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2024,CP1
CP1-071,7/6/2024,0,34,0,0,0,0,0,0,0,0,13,0,0,0,3,0,2024,CP1
CP1-071,7/7/2024,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-071,7/8/2024,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,CP1
CP1-071,7/9/2024,1,8,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2024,CP1
CP1-071,7/10/2024,1,10,0,0,0,0,0,0,0,1,5,0,0,1,0,0,2024,CP1
CP1-071,7/11/2024,4,16,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2024,CP1
CP1-071,7/12/2024,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-071,7/13/2024,3,17,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2024,CP1
CP1-071,7/14/2024,1,30,0,0,0,0,0,0,0,1,14,0,0,0,0,0,2024,CP1
CP1-071,7/15/2024,2,12,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-071,7/16/2024,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-072,7/2/2024,12,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-072,7/3/2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-072,7/4/2024,7,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,CP1
CP1-072,7/5/2024,6,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-072,7/6/2024,5,18,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2024,CP1
CP1-072,7/7/2024,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-072,7/8/2024,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-072,7/9/2024,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-072,7/10/2024,18,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-072,7/11/2024,4,4,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-072,7/12/2024,11,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2024,CP1
CP1-072,7/13/2024,10,9,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2024,CP1
CP1-072,7/14/2024,6,15,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2024,CP1
CP1-072,7/15/2024,6,12,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2024,CP1
CP1-072,7/16/2024,13,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2024,CP1
CP1-072,7/17/2024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-072,7/18/2024,11,17,0,0,0,0,0,0,0,0,5,0,0,4,0,0,2024,CP1
CP1-072,7/19/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-072,7/20/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-072,7/21/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-072,7/22/2024,17,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024,CP1
CP1-079,6/19/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-079,6/20/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-079,6/21/2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-079,6/22/2024,1,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-079,6/23/2024,2,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2024,CP1
CP1-079,6/24/2024,0,8,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2024,CP1
CP1-079,6/25/2024,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-079,6/26/2024,0,11,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2024,CP1
CP1-079,6/27/2024,1,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-079,6/28/2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-079,6/29/2024,3,8,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2024,CP1
CP1-079,6/30/2024,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2024,CP1
CP1-079,7/1/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-085,7/22/2024,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-085,7/23/2024,9,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-085,7/24/2024,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-085,7/25/2024,3,8,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2024,CP1
CP1-085,7/26/2024,3,8,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-085,7/27/2024,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-085,7/28/2024,15,13,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2024,CP1
CP1-085,7/29/2024,11,23,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2024,CP1
CP1-085,7/30/2024,3,17,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2024,CP1
CP1-085,7/31/2024,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-085,8/1/2024,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-085,8/2/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-085,8/3/2024,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-085,8/4/2024,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-085,8/5/2024,8,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-085,8/6/2024,3,8,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2024,CP1
CP1-085,8/7/2024,11,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2024,CP1
CP1-085,8/8/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-085,8/10/2024,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-085,8/11/2024,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2024,CP1
CP1-088,7/23/2024,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-088,7/24/2024,9,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-088,7/25/2024,3,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-088,7/26/2024,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-088,7/27/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-088,7/28/2024,6,5,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2024,CP1
CP1-088,7/29/2024,11,10,0,0,0,2,0,0,0,0,5,0,0,0,1,0,2024,CP1
CP1-088,7/30/2024,9,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2024,CP1
CP1-088,7/31/2024,4,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2024,CP1
CP1-088,8/1/2024,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2024,CP1
CP1-088,8/2/2024,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-088,8/3/2024,7,7,0,0,0,1,1,0,0,0,3,0,0,0,0,0,2024,CP1
CP1-088,8/4/2024,15,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-088,8/5/2024,6,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-088,8/6/2024,5,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2024,CP1
CP1-088,8/7/2024,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-088,8/8/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-088,8/10/2024,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-088,8/11/2024,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-090,7/1/2024,8,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024,CP1
CP1-090,7/2/2024,96,14,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2024,CP1
CP1-090,7/3/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-090,7/4/2024,33,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2024,CP1
CP1-090,7/5/2024,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-090,7/6/2024,41,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-090,7/7/2024,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-090,7/8/2024,38,16,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-090,7/9/2024,32,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2024,CP1
CP1-090,7/10/2024,27,21,0,0,0,0,0,0,0,0,5,0,0,1,2,0,2024,CP1
CP1-090,7/11/2024,24,11,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-090,7/12/2024,44,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2024,CP1
CP1-090,7/13/2024,30,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-090,7/14/2024,34,10,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2024,CP1
CP1-090,7/15/2024,25,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-090,7/16/2024,41,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-090,7/17/2024,41,21,0,0,0,1,0,0,0,0,2,0,0,4,0,0,2024,CP1
CP1-090,7/18/2024,32,88,0,0,0,0,0,0,0,0,51,0,1,2,0,0,2024,CP1
CP1-090,7/19/2024,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-090,7/20/2024,34,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-090,7/21/2024,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-090,7/22/2024,53,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-092,7/23/2024,80,215,0,0,0,2,0,0,0,0,172,0,0,1,0,0,2024,CP1
CP1-092,7/24/2024,88,171,0,0,0,3,0,0,0,0,125,0,0,0,0,0,2024,CP1
CP1-092,7/25/2024,58,35,0,0,1,5,0,0,0,1,15,0,0,0,2,0,2024,CP1
CP1-092,7/26/2024,40,19,0,0,0,2,0,0,0,0,11,0,0,1,0,0,2024,CP1
CP1-092,7/27/2024,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-092,7/28/2024,77,14,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2024,CP1
CP1-092,7/29/2024,20,13,0,0,0,1,0,0,0,0,3,0,0,1,1,0,2024,CP1
CP1-092,7/30/2024,45,13,0,0,0,4,0,0,0,0,3,0,0,0,2,0,2024,CP1
CP1-092,7/31/2024,52,6,0,0,0,1,0,0,0,0,3,0,0,1,0,0,2024,CP1
CP1-092,8/1/2024,52,39,0,0,0,2,0,0,0,0,26,1,0,2,0,0,2024,CP1
CP1-092,8/2/2024,29,7,0,0,1,4,0,0,0,0,1,0,0,1,1,0,2024,CP1
CP1-092,8/3/2024,57,32,0,0,4,4,0,0,0,0,23,0,0,0,0,0,2024,CP1
CP1-092,8/4/2024,20,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-092,8/5/2024,41,53,0,0,0,0,0,0,0,0,36,0,0,3,1,0,2024,CP1
CP1-092,8/6/2024,21,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2024,CP1
CP1-092,8/7/2024,24,4,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2024,CP1
CP1-092,8/8/2024,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,CP1
CP1-092,8/9/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-092,8/10/2024,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-092,8/11/2024,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-099,6/19/2024,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-099,6/21/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-099,6/22/2024,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-099,6/23/2024,2,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2024,CP1
CP1-099,6/24/2024,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-099,6/25/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-099,6/26/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-099,6/27/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-099,6/28/2024,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-099,6/29/2024,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-099,6/30/2024,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
SMU14440,5/22/2024,6,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2024,SMU
SMU14440,5/23/2024,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2024,SMU
SMU14440,5/24/2024,15,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,SMU
SMU14440,5/25/2024,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,SMU
SMU14440,5/26/2024,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,SMU
SMU14440,5/27/2024,21,12,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2024,SMU
SMU14440,5/28/2024,21,11,0,0,0,0,0,0,0,0,1,0,0,3,3,0,2024,SMU
SMU14440,5/29/2024,67,33,0,0,0,0,1,0,0,1,3,0,0,0,2,0,2024,SMU
SMU14440,5/30/2024,16,10,0,0,0,1,0,0,0,0,3,0,0,0,2,0,2024,SMU
SMU14440,5/31/2024,43,18,0,0,0,0,1,0,0,2,2,0,0,2,2,0,2024,SMU
SMU14440,6/1/2024,24,8,0,0,0,0,1,0,0,0,2,0,0,2,0,0,2024,SMU
SMU14440,6/2/2024,79,12,0,0,1,2,0,0,0,0,2,0,0,1,1,0,2024,SMU
SMU14440,6/3/2024,67,25,0,0,0,1,0,0,0,1,1,0,0,0,3,0,2024,SMU
SMU14440,6/4/2024,77,17,0,0,0,2,1,0,0,0,1,0,0,1,1,0,2024,SMU
SMU14440,6/5/2024,59,22,0,0,0,1,1,0,0,0,6,0,0,1,3,0,2024,SMU
SMU14440,6/6/2024,47,25,0,0,0,2,4,0,0,4,2,0,0,2,2,0,2024,SMU
SMU14440,6/7/2024,49,46,0,0,2,0,0,0,0,1,6,0,0,0,12,0,2024,SMU
SMU14440,6/8/2024,25,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2024,SMU
SMU14440,6/9/2024,24,25,0,0,0,0,1,0,0,0,12,0,0,1,0,0,2024,SMU
SMU14440,6/10/2024,55,60,0,0,0,0,0,0,0,7,1,0,0,2,2,0,2024,SMU
CP1-109,7/24/2024,63,6,0,0,0,6,0,0,0,0,3,0,0,0,0,0,2024,CP1
CP1-109,7/25/2024,11,7,0,0,0,1,0,0,0,0,3,0,0,0,1,0,2024,CP1
CP1-109,7/26/2024,25,9,0,0,1,0,0,1,0,0,7,0,0,1,0,0,2024,CP1
CP1-109,7/27/2024,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-109,7/28/2024,30,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,CP1
CP1-109,7/29/2024,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-109,7/30/2024,28,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-109,7/31/2024,51,9,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2024,CP1
CP1-109,8/1/2024,22,9,0,0,0,2,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-109,8/2/2024,26,6,0,0,0,2,0,0,0,0,1,0,0,0,2,0,2024,CP1
CP1-109,8/3/2024,35,5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2024,CP1
CP1-109,8/4/2024,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-109,8/5/2024,43,8,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2024,CP1
CP1-109,8/6/2024,28,3,0,0,1,0,2,0,0,0,1,0,0,0,1,0,2024,CP1
CP1-109,8/7/2024,16,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2024,CP1
CP1-109,8/8/2024,18,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-109,8/9/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-109,8/10/2024,19,3,0,0,0,3,0,0,0,0,0,0,0,1,1,0,2024,CP1
CP1-109,8/11/2024,23,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2024,CP1
CP1-111,7/1/2024,8,5,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2024,CP1
CP1-111,7/2/2024,20,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2024,CP1
CP1-111,7/3/2024,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-111,7/4/2024,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-111,7/5/2024,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-111,7/6/2024,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024,CP1
CP1-111,7/7/2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-111,7/8/2024,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-111,7/9/2024,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-111,7/10/2024,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-111,7/11/2024,14,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-111,7/12/2024,10,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2024,CP1
CP1-111,7/13/2024,19,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2024,CP1
CP1-111,7/14/2024,27,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2024,CP1
CP1-111,7/15/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-111,7/16/2024,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,CP1
CP1-111,7/17/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,CP1
CP1-111,7/18/2024,15,8,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2024,CP1
CP1-111,7/20/2024,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,CP1
CP1-111,7/21/2024,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-111,7/22/2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,CP1
CP1-113,7/3/2024,202,340,0,0,0,3,0,0,0,4,103,0,14,2,52,0,2024,CP1
CP1-113,7/4/2024,45,116,0,0,0,1,0,0,0,2,73,0,3,3,3,0,2024,CP1
CP1-113,7/5/2024,71,102,0,0,0,0,0,0,0,0,57,0,3,1,5,0,2024,CP1
CP1-113,7/6/2024,99,140,0,0,0,4,1,0,0,0,47,0,2,4,21,0,2024,CP1
CP1-113,7/7/2024,27,117,0,0,0,1,0,0,0,10,6,0,18,2,4,0,2024,CP1
CP1-113,7/8/2024,50,55,0,0,0,1,1,0,0,0,28,0,5,1,5,0,2024,CP1
CP1-113,7/9/2024,33,108,0,0,0,2,0,0,0,6,28,0,10,1,1,0,2024,CP1
CP1-113,7/10/2024,124,76,0,0,0,3,1,0,0,0,34,0,4,3,7,0,2024,CP1
CP1-113,7/11/2024,202,328,0,0,0,6,1,0,0,3,114,0,2,7,17,0,2024,CP1
CP1-113,7/12/2024,263,396,0,0,0,2,1,0,0,3,164,0,7,7,38,0,2024,CP1
CP1-113,7/13/2024,117,195,0,0,1,3,1,0,0,0,99,0,5,8,12,0,2024,CP1
CP1-113,7/14/2024,335,484,0,1,2,4,2,0,0,3,110,0,1,8,109,0,2024,CP1
CP1-113,7/15/2024,122,253,0,0,0,4,2,0,0,1,61,0,0,5,63,0,2024,CP1
CP1-113,7/16/2024,118,369,0,0,0,0,0,0,0,11,179,0,3,6,7,0,2024,CP1
CP2-093,6/10/2024,12,9,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2024,CP2
CP2-093,6/11/2024,13,17,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2024,CP2
CP2-093,6/12/2024,23,13,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2024,CP2
CP2-093,6/13/2024,10,27,0,0,0,0,0,0,0,0,14,0,0,1,1,0,2024,CP2
CP2-093,6/14/2024,13,18,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2024,CP2
CP2-093,6/15/2024,8,14,0,0,0,0,0,0,0,0,4,0,0,2,1,0,2024,CP2
CP2-093,6/16/2024,10,19,0,0,0,0,0,0,1,0,9,0,0,1,1,0,2024,CP2
CP2-093,6/17/2024,44,72,0,0,0,0,0,1,0,0,30,0,1,3,0,0,2024,CP2
CP2-093,6/18/2024,18,25,0,0,0,0,0,0,0,0,13,0,0,2,1,0,2024,CP2
CP2-093,6/19/2024,7,14,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2024,CP2
CP2-093,6/20/2024,8,28,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2024,CP2
CP2-093,6/21/2024,33,90,0,0,0,0,0,0,0,0,53,0,0,0,3,0,2024,CP2
CP2-093,6/22/2024,20,39,0,0,0,0,0,1,0,0,18,0,0,0,4,0,2024,CP2
CP2-093,6/23/2024,19,79,0,0,0,0,2,0,0,0,28,0,0,1,4,0,2024,CP2
CP2-093,6/24/2024,34,55,0,0,0,0,0,0,0,0,15,0,0,2,4,0,2024,CP2
CP2-093,6/25/2024,28,71,0,0,0,0,0,1,0,2,35,0,0,1,4,0,2024,CP2
CP2-093,6/26/2024,20,48,0,0,0,0,0,0,0,0,19,0,0,2,1,0,2024,CP2
